time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/value_loss,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/learning_rate,train/std
122,420.84,249856,275.3373468,9,26050,3660,-0.00593125781888375,-1.8212986167520284,0.2,6784.490001678467,0.006425486,0.6014602482318878,0.045263671875,938.3516235351562,0.0003,0.6033855676651001
123,425.86,251904,265.28392018,9,26266,3670,-0.0034493253457185346,-1.8174492601305245,0.2,4988.562487983703,0.003584828,0.5128849446773529,0.028955078125,2329.171630859375,0.0003,0.6018446683883667
124,427.54,253952,281.42483489000006,9,26482,3680,-0.002551149834471289,-1.813547307625413,0.2,7467.275427436829,0.0030464767,0.5308870375156403,0.019970703125,2547.99658203125,0.0003,0.6007225513458252
125,411.45,256000,314.54454289,9,26698,3690,-0.005927633494138718,-1.811269686743617,0.2,4946.413457870483,0.005175018,0.7205088138580322,0.044384765625,777.197021484375,0.0003,0.6002377867698669
126,420.35,258048,288.35052491000005,9,26911,3700,-0.0034899605700047685,-1.8070238836109638,0.2,9199.405570220948,0.0054219514,0.6898963153362274,0.043896484375,2084.8203125,0.0003,0.5982125997543335
127,416.93,260096,314.57151730000004,9,27128,3710,-0.005261995446926448,-1.8007687877863645,0.2,2947.563001060486,0.008270601,0.5206442177295685,0.048095703125,1507.6085205078125,0.0003,0.5969483852386475
128,399.24,262144,360.40671339,9,27346,3720,-0.0035603365788119843,-1.7984274048358202,0.2,7763.715143966675,0.0036091295,0.5754742324352264,0.02509765625,3973.42578125,0.0003,0.5971899628639221
129,364.62,264192,478.14735835000005,9,27567,3730,-0.0046822959753626495,-1.7982627812772989,0.2,7043.7870212554935,0.0054082214,0.6430682241916656,0.036669921875,3210.5966796875,0.0003,0.5970315337181091
130,346.99,266240,495.1857528399999,9,27785,3740,-0.0035730720839637796,-1.7968277234584094,0.2,10963.797944641114,0.0027344392,0.47816038131713867,0.0220703125,9020.1103515625,0.0003,0.5959419012069702
131,349.31,268288,493.47963098,9,28002,3750,-0.0028690373244899094,-1.793929785490036,0.2,4336.214592552185,0.008207122,0.8807111904025078,0.05556640625,3643.90576171875,0.0003,0.5953124165534973
132,349.78,270336,506.17062608,9,28217,3760,-0.0037596682544972283,-1.7917317871004343,0.2,4559.38780708313,0.004573445,0.7621440440416336,0.019580078125,1838.262939453125,0.0003,0.5948066711425781
133,360.35,272384,488.4783056000001,9,28429,3770,-0.003365613622008823,-1.7854850150644779,0.2,8033.826626586914,0.00415363,0.5454011261463165,0.01728515625,2269.54931640625,0.0003,0.5912978053092957
134,368.5,274432,474.82376388999995,9,28644,3780,-0.004864532395731658,-1.7765080723911524,0.2,2721.7580490112305,0.0036551233,0.5012782216072083,0.036279296875,530.9065551757812,0.0003,0.589213490486145
135,368.17,276480,465.64037379,9,28860,3790,-0.003233542754605878,-1.7716741144657135,0.2,2220.017896413803,0.0046949973,0.8638778924942017,0.040673828125,950.9197387695312,0.0003,0.5891017913818359
136,368.52,278528,498.20594854,9,29078,3800,-0.003799011620139936,-1.7695782393217088,0.2,4903.6662107467655,0.005259037,0.7073760330677032,0.049951171875,1905.113525390625,0.0003,0.5882623195648193
137,327.81,280576,553.0519015899999,9,29306,3810,-0.004472556186374277,-1.7655644800513983,0.2,8865.248726272583,0.0060416483,0.4507882595062256,0.03798828125,2145.968994140625,0.0003,0.5864994525909424
138,332.15,282624,532.0338108499999,9,29518,3820,-0.004260644051828422,-1.7614369347691536,0.2,9380.05676498413,0.005745421,0.7759329378604889,0.040576171875,6972.34912109375,0.0003,0.5861003398895264
139,340.11,284672,516.5484243000001,9,29731,3830,-0.005329262380837463,-1.7618654329329728,0.2,1824.5386338233948,0.006740851,0.744396835565567,0.040869140625,227.73548889160156,0.0003,0.5865638852119446
140,329.2,286720,502.66844302,9,29952,3840,-0.003936679722392001,-1.762337177991867,0.2,1998.6887784957885,0.004657968,0.8863058388233185,0.03662109375,891.2844848632812,0.0003,0.5880893468856812
141,322.42,288768,520.1359043,9,30171,3850,-0.00306513044051826,-1.7650803539901971,0.2,6850.795529174805,0.003711247,0.7442491352558136,0.02255859375,1341.80908203125,0.0003,0.5871096849441528
142,318.68,290816,528.85238262,9,30387,3860,-0.003144492227147566,-1.764162015169859,0.2,7746.36919670105,0.0042127115,0.7606087327003479,0.012158203125,7021.96240234375,0.0003,0.5876078605651855
143,314.44,292864,528.7419629599999,9,30605,3870,-0.0030852584619424305,-1.765130541846156,0.2,7116.4162883758545,0.0038715622,0.8009186238050461,0.019482421875,3589.22900390625,0.0003,0.588050901889801
144,316.74,294912,528.7220727100001,9,30825,3880,-0.003555469670391176,-1.765751649811864,0.2,4479.6821207046505,0.00302342,0.8422485888004303,0.010302734375,2090.320556640625,0.0003,0.5879203677177429
145,307.35,296960,529.62397897,9,31048,3890,-0.004460684141668026,-1.7626007430255413,0.2,8567.519509506226,0.0045111915,0.7915551662445068,0.027490234375,3384.8935546875,0.0003,0.5859392881393433
146,281.92,299008,571.6937073800001,9,31272,3900,-0.0034381106568616817,-1.756605725735426,0.2,8752.341173553466,0.0055553745,0.6539024114608765,0.02421875,2939.5947265625,0.0003,0.5847511291503906
147,255.26,301056,621.6377166799999,9,31492,3910,-0.0038095159201475327,-1.7520816039294005,0.2,6997.906845855713,0.0049387245,0.8036095947027206,0.027587890625,1809.0084228515625,0.0003,0.5835162997245789
148,259.62,303104,607.47970822,9,31711,3920,-0.004950971864309395,-1.7461522959172726,0.2,4753.7896739959715,0.008098969,0.9083475023508072,0.060107421875,2219.105712890625,0.0003,0.5814858675003052
149,262.15,305152,589.53717023,9,31926,3930,-0.006338570752268425,-1.7431543238461018,0.2,6227.632057189941,0.005800331,0.8463306128978729,0.04423828125,1341.7198486328125,0.0003,0.5819068551063538
150,280.24,307200,552.3715087899999,9,32140,3940,-0.004498137676273472,-1.7389113884419203,0.2,3599.8129695892335,0.005921684,0.6654527485370636,0.03779296875,1811.8084716796875,0.0003,0.5791895389556885
151,288.02,309248,550.27043107,9,32359,3950,-0.005128739916835911,-1.7346459105610847,0.2,4195.447606658936,0.007201,0.6797388792037964,0.065087890625,1541.981201171875,0.0003,0.5801303386688232
152,261.09,311296,615.9641820400001,9,32580,3960,-0.0037574629895971157,-1.7357366852462293,0.2,6630.818865203857,0.002134863,0.7561385482549667,0.019921875,2674.239501953125,0.0003,0.5794821977615356
153,262.9,313344,616.37669525,9,32795,3970,-0.0029642980633070694,-1.7326559938490391,0.2,7195.123773574829,0.0036692047,0.796861931681633,0.017578125,2781.143310546875,0.0003,0.5788978338241577
154,249.97,315392,621.01574447,9,33021,3980,-0.0067344411480007695,-1.7353967800736427,0.2,3085.1904191970825,0.0069537074,0.7531922310590744,0.047021484375,1284.900634765625,0.0003,0.5805437564849854
155,247.98,317440,635.0060722999999,9,33240,3990,-0.005307829911180307,-1.7331432722508908,0.2,6375.640553283692,0.0039625997,0.8619795441627502,0.051025390625,2126.59423828125,0.0003,0.5773223042488098
156,255.12,319488,600.3639386400001,9,33455,4000,-0.00615433491911972,-1.7212763093411922,0.2,4340.526404762268,0.006319045,0.845702052116394,0.045263671875,1112.198974609375,0.0003,0.5742920637130737
157,265.98,321536,580.5417655800001,9,33672,4010,-0.006929467673762702,-1.720880103856325,0.2,2444.4785833358765,0.0063016396,0.909291498363018,0.063525390625,615.25830078125,0.0003,0.5778045654296875
158,280.59,323584,560.64266844,9,33885,4020,-0.002648491898435168,-1.7267284844070674,0.2,2423.637252998352,0.0040092636,0.8746417611837387,0.01357421875,502.76513671875,0.0003,0.5770578384399414
159,285.56,325632,550.36726194,9,34099,4030,-0.0061581495436257684,-1.7229838415980339,0.2,2410.5313583374023,0.0077992715,0.8608051389455795,0.0552734375,299.6973876953125,0.0003,0.5758439302444458
160,298.13,327680,521.3230330700001,9,34318,4040,-0.004310783543769503,-1.716306074336171,0.2,3339.3210609436037,0.005205675,0.7746854424476624,0.04248046875,2237.566162109375,0.0003,0.5732827186584473
161,310.33,329728,512.24781945,9,34533,4050,-0.0015161700968747028,-1.7096217833459377,0.2,5863.411580276489,0.0036845976,0.8328503519296646,0.0154296875,2989.49609375,0.0003,0.5728931427001953
162,311.53,331776,521.09998703,9,34749,4060,-0.004521573706006166,-1.7097667049616576,0.2,6001.807560157776,0.0038790228,0.7212941944599152,0.022998046875,4813.42333984375,0.0003,0.5734729766845703
163,279.86,333824,590.40065503,9,34979,4070,-0.0062875688970962075,-1.7121363200247288,0.2,4405.645286178589,0.0041023586,0.7228985726833344,0.0462890625,1388.0908203125,0.0003,0.5741181373596191
164,273.43,335872,597.51609866,9,35197,4080,-0.0038605769150308333,-1.7149070281535388,0.2,11223.578976440429,0.00521033,0.7112026512622833,0.026904296875,5841.498046875,0.0003,0.5747326612472534
165,279.1,337920,594.27067634,9,35414,4090,-0.005942325291107409,-1.7150577638298272,0.2,3884.8174589157106,0.0031616157,0.8501172810792923,0.0275390625,1717.08544921875,0.0003,0.5742796659469604
166,290.15,339968,581.9647332100001,9,35629,4100,-0.0031039424138725735,-1.7166163504123688,0.2,6393.134392929077,0.0029599632,0.7210572957992554,0.01923828125,1464.25732421875,0.0003,0.5753582715988159
167,273.29,342016,612.12070605,9,35851,4110,-0.004478382617526222,-1.7181766398251057,0.2,2486.3100003242494,0.0042641284,0.7821777015924454,0.05380859375,1077.5283203125,0.0003,0.5748363733291626
168,272.74,344064,604.55084633,9,36076,4120,-0.0024874987182556653,-1.7165048964321614,0.2,5649.854532623291,0.0056447634,0.858766496181488,0.02763671875,1311.651123046875,0.0003,0.5738129615783691
169,252.48,346112,660.67094359,9,36302,4130,-0.003969989230972715,-1.7131908621639014,0.2,4726.78393573761,0.0040039727,0.8983528539538383,0.0375,1731.302978515625,0.0003,0.5729309320449829
170,232.84,348160,684.35204964,9,36524,4140,-0.005434817426430527,-1.7101313646882772,0.2,5322.727451324463,0.0056769582,0.8345166742801666,0.0380859375,1073.1036376953125,0.0003,0.5719892978668213
171,217.63,350208,718.51251673,9,36745,4150,-0.00450882372824708,-1.7043939732015132,0.2,4636.229977989196,0.0054135984,0.8181196749210358,0.04150390625,2562.011474609375,0.0003,0.5701178312301636
172,211.08,352256,726.1014139099998,9,36963,4160,-0.0037252476649882738,-1.699865920841694,0.2,4330.702456474304,0.0036607287,0.785162940621376,0.01962890625,1768.0706787109375,0.0003,0.5694363117218018
173,213.08,354304,712.68663969,9,37185,4170,-0.004064667907368857,-1.6936374202370643,0.2,3706.6613561630247,0.0061431285,0.8029908239841461,0.05771484375,363.1558532714844,0.0003,0.5672885179519653
174,206.61,356352,715.2335382999997,9,37412,4180,-0.006394155710586347,-1.6877986088395118,0.2,4736.2894088745115,0.006139333,0.8849621340632439,0.054833984375,1320.2640380859375,0.0003,0.5660899877548218
175,206.81,358400,700.91819925,9,37631,4190,-0.003765148350794334,-1.6812780119478703,0.2,4826.801873397827,0.0033394794,0.7546719461679459,0.021435546875,2238.79541015625,0.0003,0.5630302429199219
176,189.26,360448,732.08390123,9,37857,4200,-0.004287718177511124,-1.6726873304694891,0.2,4740.087968826294,0.0037676485,0.747970849275589,0.021435546875,1272.063720703125,0.0003,0.5606558322906494
177,189.35,362496,748.1849925399999,9,38079,4210,-0.0049645396342384625,-1.6693675350397825,0.2,3996.2809997558593,0.004821012,0.8564774096012115,0.046484375,4780.8876953125,0.0003,0.5615197420120239
178,198.61,364544,741.44311172,9,38302,4220,-0.003483112795220222,-1.6682053260505199,0.2,4349.844010925293,0.004148396,0.758654311299324,0.03427734375,694.6065673828125,0.0003,0.5597835183143616
179,177.77,366592,776.8827092199999,9,38535,4230,-0.004964814760023728,-1.6656428106129169,0.2,5782.567388916015,0.005630792,0.742962121963501,0.04619140625,2896.9072265625,0.0003,0.5597532391548157
180,172.32,368640,790.1540566,9,38757,4240,-0.006671690837538336,-1.6639020405709743,0.2,5252.394109344483,0.0048209415,0.8822881579399109,0.051025390625,2618.50146484375,0.0003,0.5591188669204712
181,166.18,370688,784.3222006899999,9,38981,4250,-0.0034806738214683717,-1.6612002301961184,0.2,3562.571977806091,0.0052935584,0.8308215588331223,0.03486328125,1900.148193359375,0.0003,0.5583680272102356
182,164.33,372736,784.7691795699998,9,39212,4260,-0.008305369266599883,-1.6608656365424395,0.2,3756.0343881607055,0.007604168,0.799836128950119,0.07919921875,747.6868286132812,0.0003,0.5597579479217529
183,161.32,374784,783.5627462799999,9,39434,4270,-0.004631620874715736,-1.6621431313455104,0.2,4915.478973388672,0.0025684237,0.8682671785354614,0.02265625,3518.16650390625,0.0003,0.5586645603179932
184,160.68,376832,773.9747191700001,9,39658,4280,-0.005163692157657352,-1.6563628487288953,0.2,4289.451163482666,0.005659575,0.824797198176384,0.0416015625,1627.5601806640625,0.0003,0.5569627285003662
185,146.66,378880,810.40944624,9,39890,4290,-0.004334093476063572,-1.6554682187736034,0.2,6411.396970367432,0.0043834876,0.6900659799575806,0.017578125,1685.3662109375,0.0003,0.5586968660354614
186,150.9,380928,807.58227463,9,40120,4300,-0.004127440713637043,-1.6549401342868806,0.2,4966.355263137817,0.0033813524,0.8213914781808853,0.0515625,3076.120361328125,0.0003,0.5561277866363525
187,153.05,382976,793.7028020399999,9,40344,4310,-0.008003042671771255,-1.6477371841669082,0.2,6347.10806427002,0.0073820897,0.7616258561611176,0.067431640625,1906.352294921875,0.0003,0.5545983910560608
188,153.13,385024,798.17702762,9,40566,4320,-0.004563604506256524,-1.6439138025045394,0.2,5936.344541168213,0.0051538656,0.6684137880802155,0.036474609375,3193.700927734375,0.0003,0.5544148683547974
189,146.31,387072,804.32746729,9,40800,4330,-0.005900114804535406,-1.6448923170566558,0.2,4011.7576694488525,0.0044866567,0.8769645243883133,0.04599609375,4240.55322265625,0.0003,0.5553015470504761
190,138.35,389120,822.0623857399999,9,41031,4340,-0.0066173306084237994,-1.6453512921929359,0.2,5362.075923156738,0.0036311974,0.8663382232189178,0.040673828125,2620.523193359375,0.0003,0.5551948547363281
191,136.21,391168,803.15790086,9,41259,4350,-0.0030211662095098292,-1.6427860859781505,0.2,5982.645073699951,0.0043055206,0.7893194258213043,0.0408203125,1298.6976318359375,0.0003,0.5544596910476685
192,136.36,393216,801.47175961,9,41481,4360,-0.004291172437660862,-1.6412433601915837,0.2,5218.787657165527,0.0036031734,0.8711497932672501,0.037939453125,1857.161376953125,0.0003,0.5547623038291931
193,147.92,395264,778.26376677,9,41707,4370,-0.0037088833552843424,-1.6418027918785811,0.2,5383.607135391236,0.0047237747,0.6640408337116241,0.022900390625,1023.9417724609375,0.0003,0.5543016195297241
194,136.83,397312,795.35998989,9,41941,4380,-0.005060759495972888,-1.640127021074295,0.2,5926.136282348632,0.0049745804,0.79959836602211,0.04736328125,4127.08935546875,0.0003,0.5534524321556091
195,135.78,399360,796.81320036,9,42167,4390,-0.004598534422984813,-1.6371558643877506,0.2,2952.2184535980223,0.0054365364,0.9082956984639168,0.045849609375,1411.4835205078125,0.0003,0.5523902177810669
196,128.6,401408,818.0884772500001,9,42406,4400,-0.0035304211574839427,-1.6398823037743568,0.2,2111.7168266296385,0.00419483,0.9119109734892845,0.04130859375,1201.4669189453125,0.0003,0.5557040572166443
197,132.87,403456,834.08263717,9,42634,4410,-0.007635117456811713,-1.6408596780151128,0.2,5294.911077880859,0.009274352,0.8620679080486298,0.06748046875,1767.890625,0.0003,0.5524553060531616
198,118.86,405504,856.4869874800003,9,42867,4420,-0.006553879020793829,-1.63177108541131,0.2,3327.1439182281492,0.0050686086,0.8697124719619751,0.03583984375,1904.9874267578125,0.0003,0.5507530570030212
199,110.63,407552,853.1785938200001,9,43102,4430,-0.00582344566428219,-1.6304197829216718,0.2,2594.3142318725586,0.00558092,0.9421783238649368,0.059375,1308.721923828125,0.0003,0.5517789125442505
200,104.62,409600,865.62716218,9,43337,4440,-0.006439484290604014,-1.631986604630947,0.2,3767.3431358337402,0.0033437829,0.833488255739212,0.04306640625,890.5971069335938,0.0003,0.552045464515686
201,108.05,411648,846.53010803,9,43572,4450,-0.005681529563298681,-1.6271409410983324,0.2,4179.572555541992,0.0058027008,0.872806191444397,0.058349609375,905.68310546875,0.0003,0.548896074295044
202,105.18,413696,848.08821404,9,43802,4460,-0.0041599698000936765,-1.619337784871459,0.2,6041.314975738525,0.0043446575,0.6283109486103058,0.02705078125,2364.41748046875,0.0003,0.5480284094810486
203,105.03,415744,848.8445606,9,44036,4470,-0.00496235757964314,-1.6154818821698427,0.2,5250.364715957641,0.004439957,0.7568842619657516,0.01845703125,1277.8114013671875,0.0003,0.5465278029441833
204,105.48,417792,861.9535798300001,9,44268,4480,-0.007423940200533252,-1.6106008276343347,0.2,4482.796696758271,0.005969063,0.7674980163574219,0.043115234375,1592.6622314453125,0.0003,0.5455119013786316
205,111.25,419840,857.38303672,9,44500,4490,-0.0039056198074831627,-1.6079033996909857,0.2,4229.68376159668,0.004923336,0.8419102281332016,0.014794921875,1558.6346435546875,0.0003,0.5450094938278198
206,105.27,421888,878.521351,9,44740,4500,-0.00562873360759113,-1.6067338794469834,0.2,4691.137281417847,0.004937293,0.8431774973869324,0.041162109375,1786.4130859375,0.0003,0.5452218055725098
207,105.99,423936,861.93478281,9,44971,4510,-0.006268481024744687,-1.6026817511767149,0.2,2712.8002355575563,0.003682138,0.9067719951272011,0.035693359375,1250.1148681640625,0.0003,0.5421058535575867
208,107.23,425984,861.86222809,9,45203,4520,-0.004693229858821724,-1.5944266319274902,0.2,6691.106030654907,0.005570071,0.8155637681484222,0.028125,8953.5439453125,0.0003,0.5407549738883972
209,105.15,428032,865.02155515,9,45440,4530,-0.006469754380668746,-1.5887668024748565,0.2,1851.1290471076966,0.005264335,0.8380712419748306,0.047412109375,788.0455932617188,0.0003,0.5381764769554138
210,99.04,430080,869.8195917600001,9,45679,4540,-0.004212574379926082,-1.584723586961627,0.2,2327.814569091797,0.0047871647,0.9032449051737785,0.05302734375,497.0032653808594,0.0003,0.5381937623023987
211,100.73,432128,852.8382432300001,9,45915,4550,-0.007632752718927804,-1.5841658648103476,0.2,2318.2261629104614,0.0062944614,0.8720719963312149,0.056591796875,872.978759765625,0.0003,0.538265585899353
212,96.84,434176,858.6718249099998,9,46153,4560,-0.00451995375478873,-1.582237034663558,0.2,4101.6490501403805,0.0036859163,0.7511672526597977,0.0171875,1491.7655029296875,0.0003,0.5371884703636169
213,87.23,436224,864.3793716000001,9,46395,4570,-0.005035587483143899,-1.5763370402157306,0.2,4221.049316024781,0.004632012,0.8731098026037216,0.03603515625,1060.876220703125,0.0003,0.5349671840667725
214,90.54,438272,844.1358726500001,9,46635,4580,-0.004902413674426498,-1.5697223886847496,0.2,1583.1907041549682,0.00746459,0.9473019130527973,0.101611328125,818.5391235351562,0.0003,0.5330318212509155
215,88.31,440320,847.5569349199999,9,46871,4590,-0.005586624167335685,-1.5700355593115092,0.2,1486.9021347045898,0.0064478675,0.9390679933130741,0.064404296875,409.0539245605469,0.0003,0.5360506176948547
216,87.46,442368,861.6914876100001,9,47109,4600,-0.002552860708965454,-1.5774277295917272,0.2,6846.256872749329,0.004985797,0.6148770153522491,0.02353515625,1760.88623046875,0.0003,0.537451982498169
217,90.59,444416,828.36952269,9,47347,4610,-0.003432589478325099,-1.5789933815598487,0.2,2245.486969566345,0.004403784,0.9178084954619408,0.02841796875,605.2267456054688,0.0003,0.5366559624671936
218,93.2,446464,840.61954927,9,47583,4620,-0.004006275690335315,-1.5744994070380927,0.2,6318.630895614624,0.0027320252,0.6946662962436676,0.01416015625,2139.44921875,0.0003,0.5354796648025513
219,90.36,448512,859.44528668,9,47823,4630,-0.006461518117430387,-1.5712907239794731,0.2,3797.7678844451902,0.0055931895,0.8533682227134705,0.039990234375,1402.5770263671875,0.0003,0.5345618724822998
220,92.43,450560,813.3821226599998,9,48062,4640,-0.00791238127858378,-1.5673734586685897,0.2,2237.3425703048706,0.006657215,0.8936920985579491,0.084375,699.2443237304688,0.0003,0.5343054533004761
221,91.87,452608,856.2313477,9,48298,4650,-0.003921980359882582,-1.567767771705985,0.2,3566.424305152893,0.0053174263,0.7705932855606079,0.053076171875,576.6520385742188,0.0003,0.5344032645225525
222,91.32,454656,844.2832587700001,9,48537,4660,-0.005806151749857236,-1.566628709435463,0.2,1728.6888519287108,0.0045335917,0.9298373237252235,0.05107421875,1367.9620361328125,0.0003,0.5332756042480469
223,89.53,456704,815.4798387500002,9,48778,4670,-0.0034613747149705885,-1.5603849191218615,0.2,2794.701643753052,0.0032533943,0.888816587626934,0.026318359375,911.0975341796875,0.0003,0.5310026407241821
224,91.36,458752,797.04950951,9,49014,4680,-0.005238452983030583,-1.5544436473399401,0.2,2637.3282712936402,0.0029148622,0.8455696702003479,0.030615234375,780.138671875,0.0003,0.5306211709976196
225,88.65,460800,785.4502363500002,9,49254,4690,-0.0063803770113736395,-1.5539439391344785,0.2,6223.734177780151,0.0057129357,0.8186912685632706,0.03564453125,2612.147216796875,0.0003,0.5302351713180542
226,88.44,462848,786.00704719,9,49493,4700,-0.005477596660057316,-1.5524167969822884,0.2,4905.079545974731,0.0071650026,0.8269352912902832,0.041455078125,932.15771484375,0.0003,0.5301861763000488
227,89.01,464896,816.8282905599999,9,49734,4710,-0.003878173038174282,-1.5495817348361016,0.2,2942.6374631881713,0.004184369,0.8944324478507042,0.028173828125,715.2251586914062,0.0003,0.5285860896110535
228,85.91,466944,865.9330165899999,9,49973,4720,-0.00562952899854281,-1.5461004301905632,0.2,2091.9106756210326,0.0034636818,0.9027073085308075,0.040869140625,946.0718994140625,0.0003,0.5276082158088684
229,93.33,468992,859.2202154600001,9,50201,4730,-0.004084360932029085,-1.5411982864141465,0.2,2575.7208780288697,0.005462415,0.8508576601743698,0.053662109375,695.6687622070312,0.0003,0.5263164639472961
230,92.64,471040,875.0794580200001,9,50441,4740,-0.0029290858830790965,-1.5368261206895113,0.2,7928.562252807617,0.004532166,0.7780905216932297,0.02177734375,3709.806884765625,0.0003,0.5253733396530151
231,93.27,473088,875.7613207,9,50681,4750,-0.005656617337081116,-1.5320207100361585,0.2,2870.5788843154905,0.0065708025,0.79303278028965,0.0619140625,946.6766357421875,0.0003,0.5233327150344849
232,97.89,475136,870.08658524,9,50915,4760,-0.005092468242219183,-1.5243283506482839,0.2,1600.6298988342285,0.0065939603,0.9264769703149796,0.054541015625,701.931884765625,0.0003,0.5210840106010437
233,92.46,477184,891.34922007,9,51154,4770,-0.004239627286369796,-1.5156759511679412,0.2,1708.3091405868531,0.008367719,0.8172361552715302,0.0404296875,447.9483642578125,0.0003,0.5188007354736328
234,90.01,479232,907.9315809499999,9,51394,4780,-0.0071080091234762225,-1.5073123104870318,0.2,1290.8037040710449,0.006264313,0.9538157843053341,0.064404296875,383.54669189453125,0.0003,0.5175553560256958
235,87.81,481280,895.1276163600003,9,51636,4790,-0.002742027370550204,-1.504941302165389,0.2,1259.49347782135,0.005032062,0.8993806317448616,0.03271484375,636.48095703125,0.0003,0.5174111127853394
236,85.48,483328,894.8630476699999,9,51876,4800,-0.006655737805704121,-1.50717969276011,0.2,2557.1137642860413,0.006155854,0.8963546603918076,0.066650390625,380.3346252441406,0.0003,0.5183553695678711
237,84.53,485376,894.7844797600001,9,52116,4810,-0.006290541958878748,-1.5092034175992013,0.2,1671.5787853240968,0.005956023,0.9084568619728088,0.05048828125,295.84600830078125,0.0003,0.5180355310440063
238,82.42,487424,896.71375927,9,52359,4820,-0.007841426370578119,-1.5047786757349968,0.2,1252.8461762428283,0.0076269484,0.9471137933433056,0.066650390625,812.4064331054688,0.0003,0.515921950340271
239,79.62,489472,914.1850364300001,9,52602,4830,-0.0038585970396525227,-1.4968473441898822,0.2,790.4416259765625,0.008114713,0.9677043184638023,0.09931640625,293.3287353515625,0.0003,0.5139142870903015
240,79.48,491520,900.0740882800002,9,52843,4840,-0.0033086624891438985,-1.484633109346032,0.2,516.3248658180237,0.007660838,0.9724997747689486,0.092138671875,282.3747863769531,0.0003,0.5096256732940674
241,80.78,493568,898.2580064800001,9,53083,4850,-0.003628196514910087,-1.472918600589037,0.2,3581.7497882843018,0.006641886,0.757086768746376,0.07587890625,2508.736083984375,0.0003,0.5091760754585266
242,83.23,495616,896.2330092099999,9,53323,4860,-0.005064789958123583,-1.477557424083352,0.2,1043.7042335987092,0.007954551,0.9438308477401733,0.069091796875,307.3741149902344,0.0003,0.5127177238464355
243,85.98,497664,895.2849834200001,9,53560,4870,-0.0066566945250087885,-1.4806322202086448,0.2,1264.3296363830566,0.008169196,0.9151220470666885,0.08115234375,295.5601501464844,0.0003,0.5102317333221436
244,82.34,499712,916.3922117899998,9,53808,4880,-0.006469818750338164,-1.4732368875294923,0.2,1272.6103775978088,0.0076717637,0.9188977852463722,0.06171875,413.04400634765625,0.0003,0.5103714466094971
245,79.32,501760,919.6294737,9,54054,4890,-0.006577147369534941,-1.4640242736786604,0.2,402.79458689689636,0.007886775,0.9733640048652887,0.137841796875,138.17941284179688,0.0003,0.5052831172943115
