rollout/ep_len_mean,time/fps,rollout/exploration_rate,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,train/learning_rate,train/loss,train/n_updates
177.45,9,0.05,-779.8636146100002,1212,26654,251232,0.0001,14.933967590332031,50307
164.43,9,0.05,-785.4046148400001,1216,26747,252116,0.0001,0.17682617902755737,50528
166.97,9,0.05,-781.3750323099999,1220,26885,253438,0.0001,0.08349263668060303,50859
171.99,9,0.05,-806.48769169,1224,26987,254406,0.0001,14.905590057373047,51101
175.04,9,0.05,-853.3233791099999,1228,27086,255348,0.0001,0.09154294431209564,51336
182.48,9,0.05,-879.49085549,1232,27202,256458,0.0001,0.182736337184906,51614
181.0,9,0.05,-874.7558045099998,1236,27252,256914,0.0001,15.147425651550293,51728
181.22,9,0.05,-858.1812516,1240,27372,258056,0.0001,0.14225219190120697,52013
191.22,9,0.05,-881.9573349199999,1244,27513,259422,0.0001,0.08628326654434204,52355
190.48,9,0.05,-883.3886566399998,1248,27568,259918,0.0001,0.27131056785583496,52479
187.8,9,0.05,-870.81061306,1252,27655,260730,0.0001,0.11009304225444794,52682
193.08,9,0.05,-909.6296460700001,1256,27745,261582,0.0001,0.17017227411270142,52895
194.07,9,0.05,-930.6005937000002,1260,27809,262174,0.0001,0.4741257429122925,53043
194.01,9,0.05,-923.4880558499999,1264,27873,262760,0.0001,0.12251603603363037,53189
194.71,9,0.05,-941.17629745,1268,27922,263198,0.0001,0.15708696842193604,53299
198.39,9,0.05,-950.66806451,1272,28005,263982,0.0001,0.13943351805210114,53495
204.06,9,0.05,-966.80795964,1276,28136,265238,0.0001,0.11650974303483963,53809
212.49,9,0.05,-1017.71749936,1280,28270,266532,0.0001,0.12611626088619232,54132
207.37,9,0.05,-984.1580557499999,1284,28368,267454,0.0001,0.1243833526968956,54363
209.52,9,0.05,-1012.13342741,1288,28441,268142,0.0001,15.50990104675293,54535
204.31,9,0.05,-1022.9187913000002,1292,28474,268416,0.0001,0.07355862855911255,54603
214.42,9,0.05,-1036.1611971,1296,28628,269903,0.0001,13.739775657653809,54975
217.73,9,0.05,-1046.6423949,1300,28715,270726,0.0001,0.20229887962341309,55181
215.62,9,0.05,-1045.6793822900001,1304,28793,271456,0.0001,0.16565988957881927,55363
221.16,9,0.05,-1050.1479549199998,1308,28913,272608,0.0001,0.3208920955657959,55651
216.84,9,0.05,-1032.8483014400001,1312,28949,272916,0.0001,0.08704151958227158,55728
210.92,9,0.05,-1001.70376344,1316,28983,273208,0.0001,0.22805264592170715,55801
210.03,9,0.05,-976.10233983,1320,29112,274441,0.0001,0.2147582769393921,56110
204.17,9,0.05,-954.4234883099998,1324,29155,274823,0.0001,15.212684631347656,56205
197.97,9,0.05,-905.4469780900002,1328,29192,275145,0.0001,0.14410939812660217,56286
204.69,9,0.05,-888.94304026,1332,29376,276927,0.0001,0.20716750621795654,56731
202.77,9,0.05,-883.88286449,1336,29407,277191,0.0001,0.1655917465686798,56797
195.71,9,0.05,-874.3871794400002,1340,29456,277627,0.0001,0.13603569567203522,56906
190.15,9,0.05,-885.6373008500002,1344,29542,278437,0.0001,0.11685498058795929,57109
198.21,9,0.05,-884.5566753999999,1348,29678,279739,0.0001,0.14047569036483765,57434
195.95,9,0.05,-883.3875174200001,1352,29741,280325,0.0001,0.1065203845500946,57581
196.07,9,0.05,-886.5113098599998,1356,29833,281189,0.0001,0.16593840718269348,57797
198.99,9,0.05,-900.7293244199998,1360,29926,282073,0.0001,0.19025859236717224,58018
199.04,9,0.05,-910.98245368,1364,29990,282664,0.0001,15.058158874511719,58165
197.46,9,0.05,-891.6218188299998,1368,30023,282944,0.0001,0.3197340965270996,58235
197.29,9,0.05,-874.80357895,1372,30105,283711,0.0001,0.17503982782363892,58427
198.63,9,0.05,-849.2028796900001,1376,30249,285101,0.0001,0.21448010206222534,58775
197.05,9,0.05,-827.4751335700001,1380,30368,286237,0.0001,0.19329237937927246,59059
198.09,9,0.05,-813.68864881,1384,30476,287263,0.0001,0.10831160843372345,59315
196.74,9,0.05,-806.4609001499999,1388,30536,287816,0.0001,0.17841577529907227,59453
206.94,9,0.05,-815.1685629799999,1392,30671,289110,0.0001,0.24387088418006897,59777
200.13,9,0.05,-820.3891850099999,1396,30756,289916,0.0001,0.17311304807662964,59978
200.42,9,0.05,-839.9268057000002,1400,30846,290768,0.0001,0.1918221414089203,60191
196.8,9,0.05,-840.6533689199999,1404,30888,291136,0.0001,0.17794613540172577,60283
190.58,9,0.05,-817.95398328,1408,30946,291666,0.0001,0.25928300619125366,60416
191.1,9,0.05,-799.6890913299999,1412,30987,292026,0.0001,0.3201555013656616,60506
191.76,9,0.05,-812.70119564,1416,31028,292384,0.0001,0.10074535012245178,60595
193.89,9,0.05,-832.27051297,1420,31178,293830,0.0001,0.11567024886608124,60957
198.75,9,0.05,-827.0500374999999,1424,31270,294698,0.0001,0.3339200019836426,61174
199.69,9,0.05,-850.5192636400002,1428,31316,295114,0.0001,0.1645495444536209,61278
185.29,9,0.05,-840.0544989499999,1432,31355,295456,0.0001,13.034208297729492,61363
188.79,9,0.05,-833.41378545,1436,31422,296070,0.0001,13.70292854309082,61517
199.26,9,0.05,-834.6061156400002,1440,31575,297553,0.0001,0.16140839457511902,61888
196.32,9,0.05,-817.7923767000002,1444,31632,298069,0.0001,0.12124450504779816,62017
191.76,9,0.05,-836.3849303400001,1448,31721,298915,0.0001,0.24971480667591095,62228
193.55,9,0.05,-850.77796321,1452,31803,299680,0.0001,0.43203645944595337,62419
192.71,9,0.05,-842.81392285,1456,31886,300460,0.0001,0.2713397443294525,62614
203.14,9,0.05,-827.0151196200001,1460,32084,302387,0.0001,0.09992861747741699,63096
202.85,9,0.05,-811.83471082,1464,32145,302949,0.0001,0.17939525842666626,63237
203.65,9,0.05,-820.6096038800001,1468,32186,303309,0.0001,0.4425172507762909,63327
217.42,9,0.05,-826.7053688,1472,32406,305453,0.0001,0.14007315039634705,63863
210.96,9,0.05,-850.22698597,1476,32485,306197,0.0001,0.2002246081829071,64049
213.45,9,0.05,-835.4312324,1480,32629,307582,0.0001,0.17205758392810822,64395
205.99,9,0.05,-830.1214722300001,1484,32662,307862,0.0001,0.16602984070777893,64465
208.4,9,0.05,-827.70995915,1488,32747,308656,0.0001,0.2310478687286377,64663
200.15,9,0.05,-807.654818,1492,32799,309125,0.0001,0.23448961973190308,64781
196.39,9,0.05,-775.5202895699999,1496,32847,309555,0.0001,0.24547483026981354,64888
213.86,9,0.05,-784.7376222799999,1500,33112,312154,0.0001,0.17107190191745758,65538
231.8,9,0.05,-758.5314000499999,1504,33334,314316,0.0001,0.15399682521820068,66078
230.28,9,0.05,-768.9607464900001,1508,33376,314694,0.0001,0.12427669763565063,66173
231.53,9,0.05,-783.53614788,1512,33430,315179,0.0001,0.2898193895816803,66294
235.31,9,0.05,-805.7126863000001,1516,33509,315915,0.0001,0.16595396399497986,66478
224.61,9,0.05,-803.81904748,1520,33552,316291,0.0001,0.24896970391273499,66572
228.17,9,0.05,-807.12828647,1524,33679,317515,0.0001,0.47982287406921387,66878
237.03,9,0.05,-806.9438750699999,1528,33815,318817,0.0001,0.11408965289592743,67204
240.89,9,0.05,-812.9414891600001,1532,33892,319545,0.0001,0.23021869361400604,67386
238.63,9,0.05,-817.8345411900002,1536,33936,319933,0.0001,0.3920079469680786,67483
231.16,9,0.05,-829.6181172199999,1540,34015,320669,0.0001,15.097819328308105,67667
236.48,9,0.05,-856.0266579699997,1544,34125,321717,0.0001,0.1863914281129837,67929
230.34,9,0.05,-832.1714416199998,1548,34154,321949,0.0001,0.26544874906539917,67987
227.93,9,0.05,-823.2805704499999,1552,34211,322473,0.0001,0.20993171632289886,68118
232.98,9,0.05,-809.37461368,1556,34345,323758,0.0001,0.16028839349746704,68439
218.87,9,0.05,-790.6524328799999,1560,34401,324274,0.0001,0.24353213608264923,68568
216.81,9,0.05,-776.1871015599999,1564,34442,324630,0.0001,11.092373847961426,68657
231.59,9,0.05,-781.3320161,1568,34631,326468,0.0001,0.3146039545536041,69116
223.83,9,0.05,-784.5685792199998,1572,34773,327836,0.0001,0.35573720932006836,69458
229.41,9,0.05,-776.9358266999999,1576,34908,329138,0.0001,0.2527724504470825,69784
237.83,9,0.05,-782.44302786,1580,35136,331365,0.0001,12.326491355895996,70341
239.65,9,0.05,-754.9346034600001,1584,35188,331827,0.0001,0.3867146372795105,70456
237.21,9,0.05,-759.84069208,1588,35248,332377,0.0001,0.2900247275829315,70594
237.74,9,0.05,-782.0767197399998,1592,35305,332899,0.0001,0.298439621925354,70724
237.62,9,0.05,-801.2534291799998,1596,35352,333317,0.0001,0.1391909420490265,70829
223.48,9,0.05,-779.52758652,1600,35476,334502,0.0001,13.603011131286621,71125
213.44,9,0.05,-810.3772017200001,1604,35597,335660,0.0001,0.30147069692611694,71414
225.42,9,0.05,-810.52673473,1608,35759,337236,0.0001,0.224462628364563,71808
235.27,9,0.05,-819.37976457,1612,35912,338706,0.0001,0.23258081078529358,72176
233.7,9,0.05,-810.19950813,1616,35975,339285,0.0001,0.28800010681152344,72321
234.52,9,0.05,-796.82772654,1620,36026,339743,0.0001,0.28610244393348694,72435
226.26,9,0.05,-801.2437709899999,1624,36071,340141,0.0001,0.5772265195846558,72535
236.33,9,0.05,-798.02255017,1628,36307,342450,0.0001,0.14538878202438354,73112
233.39,9,0.05,-790.6625564899998,1632,36355,342884,0.0001,0.2701755166053772,73220
249.35,9,0.05,-815.6615178100001,1636,36559,344868,0.0001,0.2814347445964813,73716
253.07,9,0.05,-802.9136301799999,1640,36675,345976,0.0001,14.569275856018066,73993
265.6,9,0.05,-776.7957241899999,1644,36910,348277,0.0001,0.16576455533504486,74569
266.64,9,0.05,-767.1549162099999,1648,36949,348613,0.0001,0.38804489374160767,74653
274.49,9,0.05,-740.98220541,1652,37085,349922,0.0001,0.1963551640510559,74980
265.2,9,0.05,-738.8620795300001,1656,37126,350278,0.0001,0.2737821936607361,75069
266.4,9,0.05,-763.93823473,1660,37195,350914,0.0001,0.14211896061897278,75228
269.36,9,0.05,-780.31733854,1664,37265,351566,0.0001,11.695357322692871,75391
256.46,9,0.05,-786.5785673000003,1668,37324,352114,0.0001,0.1891867220401764,75528
247.58,9,0.05,-768.5019165000001,1672,37377,352594,0.0001,13.690044403076172,75648
237.65,9,0.05,-746.5392912200001,1676,37413,352903,0.0001,0.2192021906375885,75725
227.73,9,0.05,-715.8634281199999,1680,37542,354138,0.0001,0.23410344123840332,76034
229.41,9,0.05,-743.26594356,1684,37610,354768,0.0001,0.1880330890417099,76191
235.27,9,0.05,-733.6092068500001,1688,37729,355904,0.0001,0.33548420667648315,76475
238.73,9,0.05,-749.9763016399999,1692,37821,356772,0.0001,0.14448417723178864,76692
240.41,9,0.05,-742.5569374799999,1696,37884,357358,0.0001,0.22301745414733887,76839
243.32,9,0.05,-732.2907060900001,1700,38037,358834,0.0001,26.851417541503906,77208
237.96,9,0.05,-738.21863074,1704,38104,359456,0.0001,0.14984333515167236,77363
234.04,9,0.05,-747.21117427,1708,38228,360640,0.0001,0.29372650384902954,77659
234.61,9,0.05,-763.9848792100003,1712,38386,362167,0.0001,0.3518162965774536,78041
240.7,9,0.05,-761.3931160799999,1716,38510,363355,0.0001,0.22062581777572632,78338
248.88,9,0.05,-777.39796103,1720,38642,364631,0.0001,0.2891504168510437,78657
249.46,9,0.05,-775.36851907,1724,38693,365087,0.0001,0.33118802309036255,78771
241.25,9,0.05,-775.6794229799999,1728,38847,366575,0.0001,0.2892623543739319,79143
242.41,9,0.05,-779.7886756300001,1732,38907,367125,0.0001,0.24204544723033905,79281
234.55,9,0.05,-760.4125021499998,1736,39032,368323,0.0001,0.34165313839912415,79580
230.41,9,0.05,-768.4580473900002,1740,39106,369017,0.0001,0.2148134708404541,79754
224.83,9,0.05,-759.0150172499998,1744,39286,370760,0.0001,0.32621699571609497,80189
225.59,9,0.05,-774.3329538899999,1748,39332,371172,0.0001,0.2391543686389923,80292
227.56,9,0.05,-794.77238797,1752,39488,372678,0.0001,0.2276608645915985,80669
231.74,9,0.05,-802.12088926,1756,39570,373452,0.0001,0.2816532254219055,80862
229.24,9,0.05,-792.37495773,1760,39614,373838,0.0001,0.3062138259410858,80959
225.68,9,0.05,-790.06872011,1764,39649,374134,0.0001,0.2295704483985901,81033
227.28,9,0.05,-807.4762240599998,1768,39724,374842,0.0001,0.11926854401826859,81210
234.48,9,0.05,-812.0832566799999,1772,39849,376042,0.0001,0.22887542843818665,81510
233.77,9,0.05,-827.26722217,1776,39878,376280,0.0001,0.3196820616722107,81569
226.46,9,0.05,-859.3409519799998,1780,39934,376784,0.0001,0.3996850252151489,81695
225.94,9,0.05,-833.1591184100001,1784,39997,377362,0.0001,0.3298543095588684,81840
218.57,9,0.05,-801.7144845999999,1788,40041,377761,0.0001,13.761726379394531,81940
222.33,9,0.05,-784.5439851299998,1792,40171,379005,0.0001,0.3402361571788788,82251
221.25,9,0.05,-788.9661901400001,1796,40224,379483,0.0001,0.4114078879356384,82370
212.61,9,0.05,-806.7011420499998,1800,40290,380095,0.0001,0.5278722047805786,82523
213.56,9,0.05,-775.17561895,1804,40367,380812,0.0001,0.2904447913169861,82702
213.88,9,0.05,-773.1765629899998,1808,40494,382028,0.0001,14.44510269165039,83006
204.41,9,0.05,-762.8784340599999,1812,40557,382608,0.0001,0.14415422081947327,83151
205.49,9,0.05,-745.06041138,1816,40692,383904,0.0001,0.25995153188705444,83475
200.35,9,0.05,-726.6448019200001,1820,40773,384666,0.0001,0.18885193765163422,83666
199.63,9,0.05,-724.8257935500001,1824,40816,385050,0.0001,0.24047428369522095,83762
192.85,9,0.05,-723.3212130000002,1828,40902,385860,0.0001,0.26338887214660645,83964
194.69,9,0.05,-731.8752302299998,1832,40980,386594,0.0001,0.3556603193283081,84148
193.49,9,0.05,-716.8603671000002,1836,41093,387672,0.0001,0.3012158274650574,84417
189.88,9,0.05,-684.16075534,1840,41132,388005,0.0001,0.20074012875556946,84501
181.05,9,0.05,-680.6025259099999,1844,41223,388865,0.0001,0.3881182074546814,84716
195.11,9,0.05,-701.8083198600001,1848,41410,390683,0.0001,0.37435415387153625,85170
182.66,9,0.05,-694.6476005000001,1852,41441,390944,0.0001,0.24843305349349976,85235
178.29,9,0.05,-668.8403515200001,1856,41480,391281,0.0001,0.23092016577720642,85320
177.93,9,0.05,-667.2685098000001,1860,41520,391631,0.0001,0.27369406819343567,85407
183.53,9,0.05,-669.5737299100001,1864,41611,392487,0.0001,0.3349846601486206,85621
190.78,9,0.05,-670.7230751500001,1868,41759,393920,0.0001,12.964473724365234,85979
194.08,9,0.05,-692.22450725,1872,41917,395450,0.0001,0.2314504086971283,86362
194.72,9,0.05,-674.7341088499999,1876,41952,395752,0.0001,0.3189137578010559,86437
198.58,9,0.05,-686.2788269600001,1880,42046,396642,0.0001,0.21430370211601257,86660
196.98,9,0.05,-720.4032026900001,1884,42093,397060,0.0001,0.31061315536499023,86764
199.17,9,0.05,-756.31300326,1888,42160,397678,0.0001,0.2268243432044983,86919
190.65,9,0.05,-754.36323671,1892,42204,398070,0.0001,0.2607840597629547,87017
191.13,9,0.05,-743.2694078600001,1896,42262,398596,0.0001,0.33590394258499146,87148
191.13,9,0.05,-740.1408912600001,1900,42328,399208,0.0001,13.809971809387207,87301
190.06,9,0.05,-731.1955898299999,1904,42394,399818,0.0001,0.19569692015647888,87454
190.34,9,0.05,-739.8610618699998,1908,42524,401062,0.0001,0.4489704966545105,87765
197.32,9,0.05,-733.1862922600001,1912,42657,402340,0.0001,0.34075164794921875,88084
193.94,9,0.05,-758.2692261600001,1916,42757,403298,0.0001,0.23481127619743347,88324
192.09,9,0.05,-756.7187902699999,1920,42820,403875,0.0001,0.47708362340927124,88468
197.43,9,0.05,-765.7141014899998,1924,42917,404793,0.0001,14.957925796508789,88698
192.8,9,0.05,-746.7160634599999,1928,42956,405140,0.0001,0.3749387860298157,88784
199.9,9,0.05,-743.5916870099999,1932,43106,406584,0.0001,0.32111290097236633,89145
193.14,9,0.05,-758.7350686400001,1936,43151,406986,0.0001,11.289074897766113,89246
206.17,9,0.05,-792.2210146700002,1940,43320,408622,0.0001,0.3244777321815491,89655
206.53,9,0.05,-810.09802456,1944,43415,409518,0.0001,0.3494570851325989,89879
211.24,9,0.05,-795.20171464,1948,43649,411807,0.0001,0.27194085717201233,90451
215.34,9,0.05,-781.4805036700002,1952,43721,412478,0.0001,0.32622939348220825,90619
215.87,9,0.05,-801.55590284,1956,43765,412868,0.0001,14.114662170410156,90716
218.35,9,0.05,-809.28388506,1960,43830,413466,0.0001,32.121707916259766,90866
212.01,9,0.05,-801.3158563399999,1964,43857,413688,0.0001,0.23561343550682068,90921
203.7,9,0.05,-784.7672853399998,1968,43923,414290,0.0001,0.1711561381816864,91072
193.3,9,0.05,-777.4027509,1972,43977,414780,0.0001,0.2654931843280792,91194
199.2,9,0.05,-811.2715627700003,1976,44071,415672,0.0001,0.3110930323600769,91417
196.68,9,0.05,-809.7787347199999,1980,44140,416310,0.0001,0.38860374689102173,91577
201.28,9,0.05,-793.78205573,1984,44232,417188,0.0001,0.3480602502822876,91796
198.34,9,0.05,-792.93386374,1988,44270,417512,0.0001,0.25602877140045166,91877
199.98,9,0.05,-754.1168299700001,1992,44330,418068,0.0001,0.3627389967441559,92016
197.58,9,0.05,-758.72801556,1996,44364,418354,0.0001,0.32152700424194336,92088
195.54,9,0.05,-741.36730696,2000,44410,418762,0.0001,0.37600815296173096,92190
193.44,9,0.05,-747.8754066699998,2004,44455,419162,0.0001,0.3725496828556061,92290
194.52,9,0.05,-736.19178416,2008,44595,420514,0.0001,0.31890830397605896,92628
184.52,9,0.05,-715.11101419,2012,44628,420792,0.0001,0.37572312355041504,92697
189.09,9,0.05,-700.8841499100001,2016,44775,422207,0.0001,0.43998420238494873,93051
199.79,9,0.05,-704.08797756,2020,44944,423854,0.0001,0.2474069446325302,93463
200.85,9,0.05,-680.9587525,2024,45052,424878,0.0001,0.31765851378440857,93719
214.96,9,0.05,-704.41850174,2028,45233,426636,0.0001,0.34246498346328735,94158
212.43,9,0.05,-695.6411867899999,2032,45357,427827,0.0001,0.3274866044521332,94456
217.51,9,0.05,-714.1082382600002,2036,45454,428737,0.0001,0.45141005516052246,94684
213.65,9,0.05,-686.5984741699999,2040,45584,429987,0.0001,0.20726865530014038,94996
212.16,9,0.05,-677.4370815400001,2044,45663,430734,0.0001,14.80234146118164,95183
195.71,9,0.05,-669.11209317,2048,45733,431378,0.0001,0.20587225258350372,95344
207.22,9,0.05,-696.4949369199999,2052,45920,433200,0.0001,0.36937105655670166,95799
208.07,9,0.05,-698.9224225300002,2056,45973,433675,0.0001,0.40492868423461914,95918
217.2,9,0.05,-694.4231197900001,2060,46129,435186,0.0001,12.818370819091797,96296
229.02,9,0.05,-688.18005212,2064,46275,436590,0.0001,0.3915554881095886,96647
228.59,9,0.05,-643.26503915,2068,46335,437149,0.0001,0.28496110439300537,96787
227.94,9,0.05,-625.3280998,2072,46383,437574,0.0001,0.27957022190093994,96893
230.6,9,0.05,-613.29730179,2076,46504,438732,0.0001,0.33668839931488037,97182
233.9,9,0.05,-601.24324357,2080,46606,439700,0.0001,0.3240613043308258,97424
244.33,9,0.05,-620.7360855899999,2084,46803,441621,0.0001,0.2854149639606476,97905
253.05,9,0.05,-591.07313335,2088,46928,442817,0.0001,0.16636523604393005,98204
272.0,9,0.05,-640.69520374,2092,47178,445268,0.0001,13.258325576782227,98816
272.63,9,0.05,-625.8828206700001,2096,47218,445617,0.0001,0.43759685754776,98904
273.25,9,0.05,-640.65651184,2100,47270,446087,0.0001,0.30105334520339966,99021
280.23,9,0.05,-628.31795577,2104,47385,447185,0.0001,12.03007698059082,99296
278.89,9,0.05,-623.90826872,2108,47512,448403,0.0001,0.18218553066253662,99600
281.79,9,0.05,-627.7275852900001,2112,47574,448971,0.0001,15.281296730041504,99742
273.68,9,0.05,-640.78473467,2116,47639,449575,0.0001,0.2052014023065567,99893
263.08,9,0.05,-645.76299337,2120,47703,450162,0.0001,0.5439392924308777,100040
257.64,9,0.05,-656.93555125,2124,47756,450642,0.0001,0.20619061589241028,100160
244.78,9,0.05,-651.0505677599999,2128,47808,451114,0.0001,14.633973121643066,100278
245.99,9,0.05,-635.78270488,2132,47945,452426,0.0001,0.2687133550643921,100606
243.87,9,0.05,-600.82187838,2136,48019,453124,0.0001,0.2385256290435791,100780
237.83,9,0.05,-622.8002344299999,2140,48089,453770,0.0001,0.22653450071811676,100942
235.67,9,0.05,-607.32252835,2144,48147,454301,0.0001,0.4626505374908447,101075
237.55,9,0.05,-612.47296415,2148,48236,455133,0.0001,0.18886816501617432,101283
224.03,9,0.05,-582.84480811,2152,48288,455603,0.0001,0.39445918798446655,101400
234.24,9,0.05,-583.50030613,2156,48442,457099,0.0001,0.19561561942100525,101774
222.95,9,0.05,-585.29155141,2160,48486,457481,0.0001,0.32755246758461,101870
211.68,9,0.05,-591.10411463,2164,48518,457758,0.0001,0.48415815830230713,101939
212.23,9,0.05,-636.0394141200001,2168,48585,458372,0.0001,0.41382941603660583,102092
221.61,9,0.05,-653.0815633400001,2172,48726,459735,0.0001,0.26686257123947144,102433
219.97,9,0.05,-659.68093863,2176,48831,460729,0.0001,12.433363914489746,102682
215.23,9,0.05,-660.6902109700001,2180,48885,461223,0.0001,12.389284133911133,102805
210.46,9,0.05,-659.0851738100001,2184,49035,462667,0.0001,0.2835492491722107,103166
202.0,9,0.05,-683.7278267,2188,49075,463017,0.0001,0.41878587007522583,103254
192.09,9,0.05,-690.88139579,2192,49226,464477,0.0001,13.397540092468262,103619
203.04,9,0.05,-724.8517451700004,2196,49376,465921,0.0001,0.2973565459251404,103980
206.02,9,0.05,-708.5469870100001,2200,49458,466689,0.0001,32.1641731262207,104172
201.1,9,0.05,-749.24940174,2204,49523,467295,0.0001,0.2914598882198334,104323
215.09,9,0.05,-739.39484696,2208,49790,469912,0.0001,0.2983625531196594,104977
213.56,9,0.05,-720.5684466100001,2212,49837,470327,0.0001,0.3330186903476715,105081
221.93,9,0.05,-710.90465242,2216,49986,471768,0.0001,0.2752338647842407,105441
222.56,9,0.05,-720.91748876,2220,50056,472418,0.0001,12.515176773071289,105604
221.39,9,0.05,-704.23204671,2224,50097,472781,0.0001,0.20926134288311005,105695
220.73,9,0.05,-703.2189662599999,2228,50143,473187,0.0001,0.3596663773059845,105796
215.25,9,0.05,-729.3327305999999,2232,50224,473951,0.0001,0.33675500750541687,105987
212.47,9,0.05,-752.8961262600001,2236,50271,474371,0.0001,0.46441924571990967,106092
209.94,9,0.05,-732.29352339,2240,50316,474764,0.0001,0.3657377064228058,106190
208.23,9,0.05,-753.3224869000001,2244,50357,475124,0.0001,0.4153076410293579,106280
206.21,9,0.05,-741.55482773,2248,50425,475754,0.0001,0.439313143491745,106438
217.14,9,0.05,-765.1693291299998,2252,50587,477317,0.0001,0.12189224362373352,106829
209.84,9,0.05,-740.87714596,2256,50668,478083,0.0001,0.2851235866546631,107020
210.82,9,0.05,-739.1923063000002,2260,50721,478563,0.0001,0.26183390617370605,107140
214.07,9,0.05,-727.5862613900001,2264,50787,479165,0.0001,0.3975226879119873,107291
212.27,9,0.05,-707.74305641,2268,50835,479599,0.0001,0.3902132213115692,107399
202.02,9,0.05,-705.7117216200002,2272,50874,479937,0.0001,0.34748074412345886,107484
200.69,9,0.05,-680.7758347600002,2276,50965,480798,0.0001,0.42718103528022766,107699
198.39,9,0.05,-673.3038564400002,2280,50997,481062,0.0001,0.19129402935504913,107765
189.77,9,0.05,-665.0716975400002,2284,51060,481644,0.0001,0.2755884826183319,107910
192.63,9,0.05,-654.74715123,2288,51129,482280,0.0001,0.3774232268333435,108069
186.44,9,0.05,-634.55323217,2292,51218,483121,0.0001,0.2184716910123825,108280
179.46,9,0.05,-625.6002358299999,2296,51298,483867,0.0001,0.3390178084373474,108466
175.58,9,0.05,-641.8556941100001,2300,51341,484247,0.0001,0.6253646016120911,108561
176.2,9,0.05,-623.8864205,2304,51413,484915,0.0001,0.3034586012363434,108728
157.69,9,0.05,-640.7543878099999,2308,51494,485681,0.0001,0.3063995838165283,108920
156.38,9,0.05,-658.21576711,2312,51528,485965,0.0001,0.3670312762260437,108991
161.08,9,0.05,-644.44178735,2316,51724,487876,0.0001,0.45700201392173767,109468
168.43,9,0.05,-632.6235170099999,2320,51868,489261,0.0001,15.15664291381836,109815
175.02,9,0.05,-659.8905141600001,2324,51976,490283,0.0001,0.3517751395702362,110070
177.12,9,0.05,-653.85288467,2328,52042,490899,0.0001,0.3217926621437073,110224
175.66,9,0.05,-650.43399329,2332,52109,491517,0.0001,0.2590951919555664,110379
177.24,9,0.05,-649.5316107,2336,52172,492095,0.0001,0.26827165484428406,110523
198.19,9,0.05,-669.8143351699999,2340,52426,494583,0.0001,0.39238718152046204,111145
216.27,9,0.05,-673.45161569,2344,52648,496751,0.0001,0.38825130462646484,111687
215.75,9,0.05,-688.41451709,2348,52711,497329,0.0001,0.4257228970527649,111832
213.59,9,0.05,-687.4457355100002,2352,52850,498676,0.0001,0.3991720974445343,112168
208.72,9,0.05,-706.87003842,2356,52883,498955,0.0001,0.34684014320373535,112238
207.44,9,0.05,-687.0347347899998,2360,52923,499307,0.0001,0.2928411066532135,112326
