rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,train/value_loss,train/clip_range,train/explained_variance,train/entropy_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl
643.5,2048,-524.9946150000001,208,9,1,,,,,,,,,,
822.25,4096,-1514.2562617500002,417,9,2,2984.0015824317934,0.2,0.627156674861908,-1.7897640682756901,0.00283203125,2460,0.0003,973.3472900390625,-0.0035864649806171657,0.0019289623
839.5714285714286,6144,-2030.6030405714287,627,9,3,162.1367799758911,0.2,0.9487743526697159,-1.6713187541812657,0.053515625,2470,0.0003,114.29940032958984,-0.01365746391529683,0.0063472902
816.0,8192,-1971.2732806,838,9,4,402.7791047930717,0.2,0.6580187380313873,-1.8186438124626876,0.059814453125,2480,0.0003,240.78448486328125,-0.011911626972141676,0.006361834
841.4166666666666,10240,-2005.36036125,1047,9,5,181.97096242308618,0.2,0.786480188369751,-1.7260864838957786,0.091748046875,2490,0.0003,32.99800491333008,-0.018621466151671484,0.009833492
814.4666666666667,12288,-1974.8689653333336,1257,9,6,4292.266921114921,0.2,0.6635894477367401,-1.7595449570566415,0.03701171875,2500,0.0003,1798.3372802734375,-0.006407377365394496,0.00530966
836.4117647058823,14336,-2083.1625010588236,1466,9,7,328.04550168514254,0.2,0.8152961134910583,-1.7862436026334763,0.04755859375,2510,0.0003,93.8844223022461,-0.012646449916064739,0.0073208874
853.7368421052631,16384,-2111.6117841052633,1675,9,8,152.14505838751793,0.2,0.9477211646735668,-1.7042431756854057,0.088232421875,2520,0.0003,72.00982666015625,-0.017666491873387712,0.010108733
844.8571428571429,18432,-2116.7106021428576,1884,9,9,162.53284314870834,0.2,0.7764341235160828,-1.8826514318585397,0.05,2530,0.0003,24.111906051635742,-0.014707854107837193,0.0063988706
858.4347826086956,20480,-2215.9759296521743,2093,9,10,361.80052342414854,0.2,0.599500298500061,-1.8287102065980434,0.06796875,2540,0.0003,265.6917724609375,-0.014422201208071783,0.007580747
852.0,22528,-2107.7511636153845,2303,9,11,165.92874056100845,0.2,0.9433703608810902,-1.811338734254241,0.076123046875,2550,0.0003,161.91946411132812,-0.019892180454917252,0.0088244025
862.6428571428571,24576,-2134.430578178571,2512,9,12,2661.6561608791353,0.2,0.4068261981010437,-1.8405662320554257,0.0169921875,2560,0.0003,155.25115966796875,-0.007282086933264509,0.0055333916
871.8666666666667,26624,-2146.1488732999997,2721,9,13,227.31768897771835,0.2,0.5512399971485138,-1.7963029488921165,0.03349609375,2570,0.0003,79.02751922607422,-0.011191597604192794,0.0058331047
879.9375,28672,-2195.92603740625,2930,9,14,109.63084820508956,0.2,0.9605877175927162,-1.767367098480463,0.0521484375,2580,0.0003,30.872150421142578,-0.013698098772147204,0.007263495
864.5714285714286,30720,-2203.7055495714285,3140,9,15,84.86946774125099,0.2,0.937661912292242,-1.861695523187518,0.093310546875,2590,0.0003,24.206296920776367,-0.01998353648959892,0.010308642
863.4864864864865,32768,-2248.6325732972978,3349,9,16,452.2844561576843,0.2,0.8372683376073837,-1.8727501828223467,0.080224609375,2600,0.0003,176.07684326171875,-0.014842589914042036,0.008421817
829.9512195121952,34816,-2142.509795341464,3560,9,17,166.07712968587876,0.2,0.9065617993474007,-1.8808158252388238,0.07099609375,2610,0.0003,28.86534881591797,-0.020048838312504813,0.0076110205
828.5,36864,-2123.06041175,3770,9,18,4505.54069199562,0.2,0.4439006447792053,-1.9335111442953348,0.03974609375,2620,0.0003,373.14202880859375,-0.004148448522028047,0.0046397094
821.7021276595744,38912,-2113.0479840425537,3981,9,19,1933.4728959083557,0.2,0.6197838187217712,-1.9394367445260285,0.020751953125,2630,0.0003,52.1126594543457,-0.007436444840277545,0.0051861363
802.3137254901961,40960,-2052.107645294118,4192,9,20,145.1786038994789,0.2,0.9562292210757732,-1.8901213467121125,0.113818359375,2640,0.0003,47.98020553588867,-0.021903199184453114,0.009792647
795.2641509433962,43008,-1990.2959982641514,4401,9,21,3203.0771837234497,0.2,0.8172498792409897,-1.9739263068884612,0.0109375,2650,0.0003,1061.53466796875,-0.0033943920949241146,0.0029660175
783.9122807017544,45056,-1926.8050945263158,4612,9,22,2744.0877723693848,0.2,0.6608635187149048,-1.9817540235817432,0.001025390625,2660,0.0003,333.263427734375,-0.004293034214060754,0.0028096447
749.9354838709677,47104,-1844.4561327903227,4825,9,23,2232.5854820251466,0.2,0.8179536461830139,-1.9762619521468878,9.765625e-05,2670,0.0003,2531.996337890625,-0.0037096825253684074,0.0013432123
727.5223880597015,49152,-1799.3350791492537,5038,9,24,2908.3893698692323,0.2,0.786935418844223,-1.9301968425512315,0.001806640625,2680,0.0003,166.1885223388672,-0.004355795020819642,0.0026769615
721.0281690140845,51200,-1733.0817723661971,5249,9,25,3031.2801307678224,0.2,0.8468914926052094,-1.9437038697302342,0.0115234375,2690,0.0003,195.60621643066406,-0.006218903543776832,0.004767175
716.3513513513514,53248,-1685.098186864865,5459,9,26,3935.4731546401977,0.2,0.776863694190979,-1.9634725507348776,0.009326171875,2700,0.0003,3441.848388671875,-0.004612079379148782,0.0035598436
723.8421052631579,55296,-1706.527485907895,5668,9,27,3056.7880058288574,0.2,0.8911673352122307,-2.014878986403346,0.003564453125,2710,0.0003,3308.54248046875,-0.005693747417535633,0.003207469
724.4810126582279,57344,-1707.4865562658229,5879,9,28,416.9592256069183,0.2,0.5824824571609497,-1.9699077792465687,0.0236328125,2720,0.0003,144.65347290039062,-0.011596166811068542,0.005918646
698.4235294117647,59392,-1665.6217343999997,6092,9,29,636.8257733106614,0.2,0.8700810521841049,-1.9431100372225045,0.053662109375,2730,0.0003,251.99142456054688,-0.011242016521282493,0.007055448
690.1797752808989,61440,-1664.4129428539322,6304,9,30,2345.747236299515,0.2,0.7770451307296753,-2.0185369569808245,0.01123046875,2740,0.0003,258.26727294921875,-0.007269402878591791,0.0047421297
696.7142857142857,63488,-1683.4237760989006,6513,9,31,490.83666586875916,0.2,0.8310551643371582,-1.9935339238494634,0.051123046875,2750,0.0003,135.76661682128906,-0.013660910492762923,0.007247119
696.7340425531914,65536,-1689.7416391382976,6723,9,32,511.73282799720766,0.2,0.8533262610435486,-2.0532705835998057,0.042529296875,2760,0.0003,68.04766082763672,-0.015369082319375593,0.006723875
689.5979381443299,67584,-1689.666168917526,6933,9,33,440.77600905895235,0.2,0.8751469552516937,-2.012117253616452,0.0486328125,2770,0.0003,44.36031723022461,-0.01583738811314106,0.0071229995
653.36,69632,-1629.4758159899998,7150,9,34,589.3801018714905,0.2,0.8083605170249939,-2.0383344519883395,0.05439453125,2780,0.0003,280.56231689453125,-0.012485363372252322,0.0069277957
652.86,71680,-1605.7823966699996,7360,9,35,3761.4136096954344,0.2,0.5857300758361816,-1.9655389238148928,0.017431640625,2790,0.0003,858.433837890625,-0.00445680114935385,0.004874154
645.65,73728,-1610.3515531299997,7570,9,36,2559.45827088356,0.2,0.4785652756690979,-2.0127397544682024,0.008837890625,2800,0.0003,200.65054321289062,-0.0063734796684002505,0.004459034
632.47,75776,-1578.16124397,7782,9,37,2354.0476174354553,0.2,0.8123853951692581,-2.007597229257226,0.002734375,2810,0.0003,445.0022277832031,-0.004362395498901606,0.0016418264
589.69,77824,-1427.10061648,7997,9,38,932.8932864427567,0.2,0.6653777360916138,-1.9488149870187044,0.03076171875,2820,0.0003,286.9007568359375,-0.011334847350372,0.005482887
573.55,79872,-1395.2954311199999,8209,9,39,7590.6970279693605,0.2,0.5496683418750763,-1.9624732084572316,0.0001953125,2830,0.0003,7512.7431640625,-0.0017009449540637434,0.0012965135
570.49,81920,-1401.7800714200002,8417,9,40,2289.5384229660035,0.2,0.8093355000019073,-1.965026768669486,0.0203125,2840,0.0003,232.64401245117188,-0.005607550681452267,0.004359828
570.49,83968,-1397.4346843800004,8626,9,41,369.13152143955233,0.2,0.7826242446899414,-1.9550223220139742,0.0802734375,2850,0.0003,107.84976196289062,-0.016614101170853247,0.00858531
564.12,86016,-1369.57166149,8837,9,42,279.4590652704239,0.2,0.8694127947092056,-1.9430222954601049,0.05849609375,2860,0.0003,115.32544708251953,-0.017484096762200352,0.007183797
547.44,88064,-1327.81852106,9049,9,43,256.36649206876757,0.2,0.8543536365032196,-1.9543974801898003,0.066259765625,2870,0.0003,56.56604766845703,-0.01820819564454723,0.00916592
540.81,90112,-1314.6120856599998,9262,9,44,1944.0501478672027,0.2,0.6599960029125214,-1.9350241027772426,0.01279296875,2880,0.0003,322.78118896484375,-0.007549304525309708,0.0057014115
517.45,92160,-1232.68336487,9475,9,45,3507.723522567749,0.2,0.7099631726741791,-1.9840750388801098,0.0,2890,0.0003,795.7996826171875,-0.003179272456327453,0.001223443
518.54,94208,-1268.6530771100001,9686,9,46,2067.4575097560883,0.2,0.8140373975038528,-1.9719971265643834,0.0080078125,2900,0.0003,2889.03076171875,-0.0057174804125679655,0.0042413343
526.25,96256,-1304.27342066,9895,9,47,1878.2076844215394,0.2,0.8709839135408401,-2.016443559527397,0.008447265625,2910,0.0003,242.1615447998047,-0.005788886130903848,0.0037009458
532.39,98304,-1324.1895429299998,10105,9,48,273.9459321141243,0.2,0.9169584885239601,-2.0265651192516088,0.08330078125,2920,0.0003,87.12090301513672,-0.018081898739910684,0.00788547
546.87,100352,-1355.84730911,10315,9,49,1332.5707173585893,0.2,0.8675846010446548,-2.0219370398670433,0.042529296875,2930,0.0003,83.97364807128906,-0.012797010212671012,0.0076710377
544.7,102400,-1347.94812527,10526,9,50,1738.346821975708,0.2,0.8602403700351715,-1.9721133060753346,0.00556640625,2940,0.0003,236.10655212402344,-0.005241676552395802,0.0029407698
552.2,104448,-1339.9179135,10736,9,51,1926.4162715435027,0.2,0.9090753570199013,-1.9717038467526435,0.03837890625,2950,0.0003,546.0010986328125,-0.008541748457355424,0.0064804563
551.09,106496,-1358.3890720199997,10948,9,52,1516.0194560527802,0.2,0.8574960678815842,-1.9882539816200733,0.01103515625,2960,0.0003,117.13108825683594,-0.007099812664819183,0.0042155874
541.23,108544,-1359.9995477799998,11160,9,53,2444.5991541862486,0.2,0.8589892089366913,-2.0124595314264297,0.016552734375,2970,0.0003,369.22467041015625,-0.007194160665676463,0.0051442096
529.58,110592,-1330.0830920100002,11372,9,54,2064.0359168052673,0.2,0.8955699428915977,-2.006424218416214,0.008740234375,2980,0.0003,727.272216796875,-0.007584496753406711,0.0038296245
543.22,112640,-1366.3963670900002,11583,9,55,1599.3644280195235,0.2,0.9037022590637207,-1.937627102062106,0.05087890625,2990,0.0003,141.45233154296875,-0.012580614325997885,0.008093479
530.98,114688,-1334.3268030000004,11795,9,56,986.4906664848328,0.2,0.8306208401918411,-1.964189526438713,0.024609375,3000,0.0003,463.1259765625,-0.007229681839817204,0.004706244
535.34,116736,-1358.25573406,12004,9,57,835.1170503616333,0.2,0.8807169646024704,-1.9202816843986512,0.039794921875,3010,0.0003,370.6694030761719,-0.011295297238393686,0.007192821
529.44,118784,-1329.6586338500001,12217,9,58,495.5503173351288,0.2,0.8420456647872925,-1.958450648933649,0.0302734375,3020,0.0003,116.05818939208984,-0.010012159150210208,0.0043500066
517.57,120832,-1219.3246951400001,12430,9,59,2033.740244626999,0.2,0.8066391050815582,-1.9288777507841588,0.011669921875,3030,0.0003,208.12698364257812,-0.005071742541622371,0.0034389878
533.56,122880,-1230.85673165,12640,9,60,8130.428003692627,0.2,0.7696186900138855,-1.976028709113598,0.0048828125,3040,0.0003,3744.03271484375,-0.003774672900181031,0.0026836875
528.42,124928,-1231.1991934,12853,9,61,2167.2077667236326,0.2,0.7295754551887512,-1.939118255674839,0.01318359375,3050,0.0003,444.2261962890625,-0.004488390359620098,0.0053563975
519.53,126976,-1188.39497791,13065,9,62,2338.4837453842165,0.2,0.726795881986618,-1.9303453668951989,0.00029296875,3060,0.0003,515.0103149414062,-0.0042617612227331845,0.001944686
534.78,129024,-1216.51694081,13274,9,63,1824.2254608154296,0.2,0.8468688279390335,-1.927461614459753,0.023291015625,3070,0.0003,964.9515991210938,-0.009527046968287323,0.005899534
541.91,131072,-1238.40855118,13483,9,64,315.8968637704849,0.2,0.8379791527986526,-1.885358092188835,0.073046875,3080,0.0003,168.94923400878906,-0.01868003349227365,0.008771726
552.27,133120,-1259.6677178199998,13695,9,65,317.02846601009367,0.2,0.7218942940235138,-1.9204605162143706,0.0658203125,3090,0.0003,71.90167236328125,-0.015502182490308769,0.007499261
563.17,135168,-1277.5564322899997,13904,9,66,1648.2512565135955,0.2,0.7048911154270172,-1.9299194265156985,0.013330078125,3100,0.0003,259.0934753417969,-0.0067079612126690336,0.005250456
555.1,137216,-1241.58982347,14116,9,67,528.9205706596374,0.2,0.840661346912384,-1.7677537731826305,0.02958984375,3110,0.0003,375.6832580566406,-0.010504419427888934,0.0051084175
534.17,139264,-1163.3479401600002,14328,9,68,1945.2448569774629,0.2,0.728070467710495,-1.8726369731128216,0.005322265625,3120,0.0003,3191.342041015625,-0.005763282152474858,0.0024339673
534.95,141312,-1164.6221766200001,14539,9,69,3632.5105293273928,0.2,0.856871634721756,-1.8944546189159155,0.013232421875,3130,0.0003,1887.98388671875,-0.004650459506956394,0.005065467
551.22,143360,-1170.9488689300001,14748,9,70,806.4765356063842,0.2,0.8375150859355927,-1.8130529183894395,0.02705078125,3140,0.0003,284.84869384765625,-0.01251395838917233,0.005852388
562.49,145408,-1192.5752819900001,14959,9,71,480.85223588943484,0.2,0.8506085723638535,-1.7319313794374467,0.037255859375,3150,0.0003,170.29727172851562,-0.00964489567122655,0.0056923637
564.24,147456,-1145.20953131,15171,9,72,1533.6982253551482,0.2,0.7184972763061523,-1.8775350544601679,0.011474609375,3160,0.0003,243.4764404296875,-0.007582755191833712,0.0036457616
565.97,149504,-1183.41268138,15382,9,73,3415.4331278800964,0.2,0.8501754403114319,-1.9499568961560727,0.00126953125,3170,0.0003,2926.200439453125,-0.004509970205253922,0.0016786448
567.43,151552,-1168.8061686100002,15592,9,74,612.0542022705079,0.2,0.8519667536020279,-1.859557355940342,0.023291015625,3180,0.0003,91.50251770019531,-0.00959951740805991,0.0041955067
567.43,153600,-1161.34469214,15801,9,75,777.4078402042389,0.2,0.8857420533895493,-1.8768360029906035,0.021142578125,3190,0.0003,405.52001953125,-0.009381678499630652,0.0052334666
567.65,155648,-1147.07236112,16010,9,76,290.3099684238434,0.2,0.9527023918926716,-1.8450130373239517,0.04462890625,3200,0.0003,126.62145233154297,-0.014681855466915295,0.0075118644
567.61,157696,-1137.19236574,16222,9,77,1718.6397322654725,0.2,0.7081878483295441,-1.7307765521109104,0.019970703125,3210,0.0003,204.90882873535156,-0.006098017055774107,0.0045133443
552.71,159744,-1104.6758527700001,16434,9,78,3861.010381126404,0.2,0.799164205789566,-1.846343807131052,0.000146484375,3220,0.0003,1693.317626953125,-0.0031367619143566118,0.0017195235
555.36,161792,-1101.24951637,16645,9,79,2321.8851128578185,0.2,0.8282929211854935,-1.8710666343569755,0.012353515625,3230,0.0003,1379.3084716796875,-0.006130426123854704,0.0046544448
541.36,163840,-1089.04391155,16859,9,80,1953.2820615053176,0.2,0.9303349629044533,-1.9343886960297823,0.0435546875,3240,0.0003,1163.8599853515625,-0.010801526336581446,0.006800125
551.97,165888,-1095.48134715,17068,9,81,3336.1954498291016,0.2,0.7859570384025574,-1.8612627681344747,0.012158203125,3250,0.0003,828.428466796875,-0.004875485257070977,0.0037796283
564.2,167936,-1113.54098922,17279,9,82,565.586478805542,0.2,0.9077460542321205,-1.7966217070817947,0.04375,3260,0.0003,157.5789337158203,-0.012688443428487517,0.0066119204
562.93,169984,-1112.32517064,17490,9,83,2238.3012323856356,0.2,0.84728142619133,-1.7807320896536112,0.00751953125,3270,0.0003,468.4547424316406,-0.006204636915936135,0.0032330544
560.46,172032,-1087.92822125,17703,9,84,290.2166041612625,0.2,0.9358868896961212,-1.8635382145643233,0.041064453125,3280,0.0003,63.58897018432617,-0.013391852093627676,0.006654248
560.46,174080,-1077.44577813,17912,9,85,2412.6047904014586,0.2,0.7318775355815887,-1.847284823283553,0.0169921875,3290,0.0003,244.53628540039062,-0.005532343180675525,0.0046826783
569.44,176128,-1087.15371026,18121,9,86,328.2565783262253,0.2,0.8549818247556686,-1.7742570601403713,0.03935546875,3300,0.0003,73.37870788574219,-0.011601883999537677,0.005703354
585.08,178176,-1126.2072677100002,18330,9,87,1170.8932186603547,0.2,0.8761550858616829,-1.8548722069710493,0.0171875,3310,0.0003,105.21771240234375,-0.0065407672489527615,0.003642532
592.37,180224,-1180.55574779,18541,9,88,195.6781201839447,0.2,0.9284916743636131,-1.7108914639800787,0.05712890625,3320,0.0003,62.98091506958008,-0.01418294024770148,0.007404444
585.44,182272,-1184.07410891,18752,9,89,2038.8556050777436,0.2,0.8303874582052231,-1.8899397298693656,0.017236328125,3330,0.0003,224.10621643066406,-0.006073022900091018,0.005280288
588.0,184320,-1166.6664203100001,18966,9,90,661.4915971517563,0.2,0.9182534292340279,-1.761924010887742,0.03642578125,3340,0.0003,80.47348022460938,-0.012353338074171915,0.005103817
595.83,186368,-1172.1140224,19175,9,91,6009.182099723816,0.2,0.5850245356559753,-1.8613344937562943,0.018896484375,3350,0.0003,720.2286987304688,-0.0044647115500993095,0.005727753
583.42,188416,-1136.93929734,19387,9,92,201.12995660305023,0.2,0.8980373293161392,-1.8133468538522721,0.070166015625,3360,0.0003,113.48194885253906,-0.019006323303619864,0.009443084
591.6,190464,-1174.80237616,19597,9,93,1870.1124523639678,0.2,0.7413507997989655,-1.837188446521759,0.034716796875,3370,0.0003,82.9620132446289,-0.005443748907418921,0.0063358517
595.54,192512,-1198.14464118,19806,9,94,681.4632429122925,0.2,0.7998296171426773,-1.84904108569026,0.049560546875,3380,0.0003,192.840087890625,-0.014574796112719923,0.0070868987
580.66,194560,-1131.0443910899999,20018,9,95,379.0426737785339,0.2,0.7806519567966461,-1.8835772521793843,0.0458984375,3390,0.0003,223.5688018798828,-0.013661620959464927,0.007757595
